sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,local_bo_qty,went_on_backorder
1146635,6,9,0,0,12,12,0,4,5,6,0,0,78
1146636,-1,2,0,110,110,110,76,130,130,130,0,1,89
1146637,115,4,0,0,0,0,0,0,0,0,0,0,78
1146638,1,9,0,3,6,8,1,2,5,5,0,0,78
1146752,109,2,0,0,63,135,4,40,89,105,0,0,78
1146753,11,2,0,15,36,63,3,10,22,43,0,0,89
1146754,82,2,0,0,0,0,0,3,6,8,0,0,78
1146844,134,2,0,0,80,160,16,58,121,162,18,0,78
1146845,0,2,0,6,9,9,0,0,0,0,0,0,89
1147139,173,8,0,0,0,0,8,17,26,45,0,0,78
1147140,1,8,0,1,2,3,3,5,5,6,1,0,89
1147141,73,12,3,75,75,150,11,47,74,108,19,0,78
1147214,380,52,50,0,0,0,21,66,230,326,35,0,78
1147215,-29,8,0,222,354,450,21,36,197,233,69,29,89
1147216,25,2,0,50,100,100,16,25,88,141,7,0,78
1147280,7,8,0,16,36,56,3,15,36,57,7,0,89
1147281,0,8,0,15,15,15,0,0,0,0,0,0,78
1147480,33,8,3,66,110,143,4,8,57,86,0,0,78
1147481,0,12,0,7,9,13,0,3,6,8,0,0,89
1147498,12,8,0,50,100,160,12,32,45,45,22,0,78
1147499,-1,9,0,9,9,9,1,6,6,7,0,1,89
1147500,4,8,0,0,0,0,8,22,36,55,0,0,89
1147501,11,2,0,0,0,0,0,0,0,0,0,0,78
1147592,23,2,0,0,12,36,6,27,47,60,0,0,89
1147593,87,2,0,0,0,0,0,0,0,1,0,0,78
1147750,10,2,0,0,0,0,0,0,0,2,0,0,78
1147751,0,9,0,2,2,3,1,2,2,2,0,0,89
1147752,36,2,0,0,0,0,1,1,1,1,1,0,78
1147821,2,8,0,0,0,0,1,1,1,2,1,0,78
1147822,3,2,0,0,0,0,0,1,1,1,0,0,89
1147823,11,2,0,0,0,0,0,1,1,1,1,0,78
1147952,2,2,0,9,9,9,1,5,5,5,0,0,78
1147953,0,2,0,4,6,9,3,6,8,12,0,0,89
1147954,5,2,0,0,4,8,0,2,10,10,0,0,78
1147960,34,2,0,60,135,195,11,61,138,166,10,0,78
1147961,0,2,0,12,12,12,0,0,0,0,0,0,89
1147962,4,4,0,80,80,80,0,0,0,0,1,0,78
1148212,16,4,0,0,0,0,0,0,0,0,0,0,78
1148213,0,2,0,9,12,12,0,0,0,0,1,0,89
1148214,13,4,0,0,0,0,3,8,11,11,0,0,78
1148215,44,4,0,18,50,82,1,10,36,72,0,0,78
1148266,5,8,0,0,0,0,1,1,1,2,1,0,78
1148267,9,12,0,24,48,88,7,30,46,73,9,0,89
1148268,16,52,0,0,0,0,0,8,22,26,0,0,78
1148269,2,2,0,10,10,10,0,2,2,2,0,0,78
1148270,17,9,0,1,1,1,0,0,1,3,1,0,78
